path,sentence
common_voice_id_25031128.wav,saya belajar di tempat terang
common_voice_id_25031129.wav,saya seharusnya membersihkan ruangan itu
common_voice_id_25031130.wav,carikan aku toko buku dekat sini
common_voice_id_25031131.wav,bagaimana kamu bisa mendapatkannya
common_voice_id_25031132.wav,dinosaurus sekarang sudah punah
common_voice_id_25031133.wav,mona lisa mungkin adalah lukisan paling terkenal yang pernah dibuat
common_voice_id_25031134.wav,yumiko agak sedikit marah
common_voice_id_25031135.wav,ibunya dulu seorang penyanyi
common_voice_id_25031136.wav,apakah kamu sudah minum obat
common_voice_id_25031138.wav,aplikasi itu sangat berguna
common_voice_id_25031139.wav,kamu masih muda
common_voice_id_25031141.wav,kurangi minum dan tidurlah lebih banyak
common_voice_id_25031144.wav,tidak mudah baginya untuk belajar bahasa inggris
common_voice_id_25031146.wav,singa adalah raja rimba
common_voice_id_25031147.wav,aku baikbaik saja
common_voice_id_25031148.wav,apa yang dilakukan ayahmu
common_voice_id_25031149.wav,orang asing menepuk pundakku dari belakang saya yakin dia mengira saya kenalannya
common_voice_id_25031150.wav,saya mematikan lampu sebelum tidur
common_voice_id_25031151.wav,peningkatan kendaraan bermotor yang mendadak mengakibatkan menambahnya jumlah kecelakaan
common_voice_id_25031157.wav,hampir tidak ada apaapa di kamar tersebut
common_voice_id_25031158.wav,saya yakin bahwa ujian hari ini akan mendapatkan nilai yang bagus
common_voice_id_25031159.wav,saya makan nasi dan menghisap satu batang rokok
common_voice_id_25031160.wav,dia memiliki kulit berwarna putih
common_voice_id_25031161.wav,apa kabar kabar saya baik terima kasih
common_voice_id_25031167.wav,langkahi dulu mayatku
common_voice_id_25031168.wav,tom bukan anak yang pemalas
common_voice_id_25031169.wav,halo apa kabar
common_voice_id_25031170.wav,apakah kamu pernah ke meksiko
common_voice_id_25031171.wav,sejauh yang saya tahu tom tidak pernah mencoba membunuh diri
common_voice_id_25031182.wav,tinggalkan buku di tempat asalnya
common_voice_id_25031183.wav,merusak berarti membeli barang
common_voice_id_25031184.wav,mengapa kamu membutuhkan tusuk gigi ini
common_voice_id_25031185.wav,kamu tidak bisa datang besok
common_voice_id_25031186.wav,banyak yang di korbankan untuk pembangunan jembatan ini
common_voice_id_25031192.wav,tom merasa seperti sedang tidak belajar
common_voice_id_25031194.wav,malam ini teman saya menginap di rumah
common_voice_id_25031195.wav,saya sekarang ingin komputer
common_voice_id_25031196.wav,dia terlihat bahagia
common_voice_id_25034645.wav,tunggu saya tunggu sebentar
common_voice_id_25034646.wav,silakan berdiri
common_voice_id_25034647.wav,mobil pak tanaka putih dan besar
common_voice_id_25034648.wav,seperti halnya tubuh perlu olahraga pikiran juga perlu stimulasi agar tetap sehat
common_voice_id_25034649.wav,salah satu mesin pesawat mati
common_voice_id_25034658.wav,ancaman hambatan gangguan dan tantangan
common_voice_id_25034661.wav,tom berjalan dengan pelan
common_voice_id_25034662.wav,tom berhenti sekolah
common_voice_id_25034663.wav,gunting itu rusak
common_voice_id_25034664.wav,kami membuat keputusan bersama
common_voice_id_25034670.wav,itu adalah pesta perayaan hari ulang tahunnya
common_voice_id_25034671.wav,pak rudi mempunyai lima orang anak empat cucu dan dua cicit
common_voice_id_25034672.wav,aku seorang esperantis
common_voice_id_25034673.wav,darimana saya mendapatkan barang itu
common_voice_id_25034674.wav,saya punya dua ekor kucing
common_voice_id_25034695.wav,toleransi dapat menjadi hal buruk jika dimanfaatkan oleh orang jahat
common_voice_id_25034696.wav,waktu bukanlah realitas yang absolut tetapi suatu aspek dari kesadaran kita
common_voice_id_25034697.wav,maukah anda memberitahu saya bagaimana cara pergi ke shinjuku
common_voice_id_25034698.wav,saya tidak mau melihat kamu lagi
common_voice_id_25034699.wav,bulan lalu ada toserba dibuka di kota sebelah
common_voice_id_25034706.wav,apakah anda mau kuenya satu
common_voice_id_25034707.wav,kucing itu sedang tidur diatas sofa
common_voice_id_25034710.wav,kami sudah menghapus data mahasiswa
common_voice_id_25034712.wav,mereka hanya ingin bersenangsenang
common_voice_id_25034725.wav,saya tidak menyangka ia bisa berbuat sekejam itu
common_voice_id_25034726.wav,suaminya kaya
common_voice_id_25034727.wav,saya mengembalikan pisau yang telah saya pinjam
common_voice_id_25034728.wav,keluargaku keluarga besar
common_voice_id_25034729.wav,karang gigi sudah masuk di antara jaringan penyangga gigi
common_voice_id_25034745.wav,maya merupakan anak yang sangat pintar dia selalu mendapat rangking pertama dikelasnya
common_voice_id_25034746.wav,setiap orang punya fokusnya masingmasing
common_voice_id_25034747.wav,jaga dirimu sendiri
common_voice_id_25034748.wav,harganya naik secara drastis
common_voice_id_25034749.wav,jangan hilangkan buku ini karena sangat penting
common_voice_id_25037045.wav,saya menolong tony
common_voice_id_25037046.wav,berkuda merupakan hobi yang mahal
common_voice_id_25037048.wav,tugas saya belom kelar
common_voice_id_25037060.wav,saya merasa buruk
common_voice_id_25037061.wav,pak kimura suka yang mana
common_voice_id_25037062.wav,kamu nanti akan mendengar cerita ini
common_voice_id_25037063.wav,saya melihatnya mencuci mobil
common_voice_id_25037064.wav,pak kobayashi memberi separuh roti kepada pak kimura
common_voice_id_25037074.wav,ada masalah yang tidak kamu lihat
common_voice_id_25037077.wav,pada musim panas yang lalu kami pergi ke hokkaido
common_voice_id_25037078.wav,bahasa thai adalah bahasa resmi di negara thailand
common_voice_id_25037079.wav,seorang ibu mengikutsertakan putrinya untuk sebuah lomba
common_voice_id_25037081.wav,kotak yang berat dibawa oleh orang lakilaki
common_voice_id_25037083.wav,apakah saya boleh pinjam gunting
common_voice_id_25037084.wav,daging sapi adalah daging yang paling mahal
common_voice_id_25037085.wav,dia menyemangati saya untuk mencoba lagi
common_voice_id_25037086.wav,buku ini tentang perbintangan
common_voice_id_25037091.wav,dia bercerai dari suaminya
common_voice_id_25037092.wav,saya memesan empat masakan di restoran
common_voice_id_25037093.wav,ia berhijrah bukan untuk pamer
common_voice_id_25037094.wav,bagaimana kabar keluargamu
common_voice_id_25037095.wav,ruangan ini bisa menampung lima puluh orang
common_voice_id_25037097.wav,saya naik bus nomor lima belas dari stasiun
common_voice_id_25037098.wav,hobiku memancing ikan
common_voice_id_25037099.wav,tidak boleh membuka pintu di situ
common_voice_id_25037100.wav,saya keluar memakai sepatu baru
common_voice_id_25037101.wav,robert suka mengobrol dengan pacarnya
common_voice_id_25037107.wav,saya sering bertemu pak sasaki di stasiun
common_voice_id_25037108.wav,kamu pernah keluar negeri
common_voice_id_25037110.wav,mobil pak guru di mana
common_voice_id_25037111.wav,gerbangnya ditutup jam delapan
common_voice_id_25037118.wav,tom kehilangan topinya
common_voice_id_25037119.wav,iya karang gigi parah
common_voice_id_25037120.wav,tolong tutup gorden tersebut
common_voice_id_25037121.wav,kapan kamu pindah ke berlin
common_voice_id_25037122.wav,saya besok pergi ke kedutaan
common_voice_id_25037129.wav,bis itu berhenti dan kami masuk
common_voice_id_25037130.wav,di perpustakaan banyak rak buku berjejer
common_voice_id_25037131.wav,aku sangat mencintainya aku akan rela mati untuknya
common_voice_id_25037132.wav,dia masih percaya pada katakatanya
common_voice_id_25037134.wav,senang bertemu kamu lagi
common_voice_id_25037141.wav,sebuah mobil berhenti di depan saya
common_voice_id_25037142.wav,terkadang dia bertingkah seolaholah dia adalah bosku
common_voice_id_25037145.wav,aku ingin marah kepadanya tapi aku tak bisa
common_voice_id_25037146.wav,kerjain aja pelanpelan hahaha
common_voice_id_25045653.wav,apakah yang dipelajari sovietolog
common_voice_id_25045654.wav,pak basri cinta kepada istrinya
common_voice_id_25045655.wav,aturan yang bagus untuk melihat kedua arah sebelum menyeberang jalan raya di mana saja
common_voice_id_25045656.wav,apakah kamu suka bowling
common_voice_id_25045657.wav,soekarno lahir dengan nama kusno yang diberikan oleh orangtuanya
common_voice_id_25045663.wav,kamu tidak perlu datang dengan terburuburu begitu
common_voice_id_25045664.wav,kalau banyak makan nasi badan akan menjadi kuat
common_voice_id_25045665.wav,saya mengetuk pintu tapi tidak ada orang yang menjawab
common_voice_id_25045666.wav,tiga kata perbaris
common_voice_id_25045667.wav,bendera ini sangat bagus
common_voice_id_25045668.wav,saya pergi ke bioskop
common_voice_id_25045669.wav,hawanya dingin karena angin sedang bertiup
common_voice_id_25045670.wav,rumah adalah tempat kita pulang
common_voice_id_25045671.wav,ada seorang pandai besi yang bisa membuat clurit
common_voice_id_25045672.wav,tom mengira itu adalah solusi yang baik
common_voice_id_25045673.wav,hemat pangkal kata
common_voice_id_25045674.wav,tiup semua lilin diatas kue ulang tahun dalam sekali tiup
common_voice_id_25045675.wav,aku belum menyelesaikan pekerjaan rumahku
common_voice_id_25045676.wav,ini bukan urusanmu
common_voice_id_25045677.wav,dia memiliki lengan dan kaki yang panjang
common_voice_id_25045683.wav,aku telah menduga bahwa dia berbohong tapi itu tidak membuatku terkejut
common_voice_id_25045684.wav,itulah yang saya ingin tahu
common_voice_id_25045685.wav,permisi apa waktu itu
common_voice_id_25045686.wav,cuaca hari ini mungkin mendung seharian
common_voice_id_25045687.wav,merokok tidak baik untuk kesehatan
common_voice_id_25045693.wav,apakah aku boleh meminjam kamusmu
common_voice_id_25045694.wav,saya belok kanan di belokan berikutnya
common_voice_id_25045695.wav,dexter makan tosilog dalam dapur
common_voice_id_25045696.wav,saya setiap pagi makan roti dan telur
common_voice_id_25045697.wav,lampu lalulintas digunakan untuk mengatur lalu lintas
common_voice_id_25045698.wav,lima menit lagi pelajaran selesai
common_voice_id_25045699.wav,mary harus pergi ke sekolah
common_voice_id_25045700.wav,hidup bersyukur terus
common_voice_id_25045701.wav,ayam saya ada di sini
common_voice_id_25045703.wav,laut sana sangat cantik
common_voice_id_25045704.wav,silahkan menghubungi saya kembali nanti
common_voice_id_25045705.wav,tolong nyalakan lampu
common_voice_id_25045706.wav,penata rambut itu ramping dan cantik
common_voice_id_25045707.wav,setiap jengkal pulau telah dijelajahi
common_voice_id_25045708.wav,saya suka makan rendang
common_voice_id_25045709.wav,rumah pak matsui di sebelah rumah saya
common_voice_id_25045710.wav,saya pulang ke rumah
common_voice_id_25045711.wav,anjing dengan tongkat orang dengan pelajaran
common_voice_id_25045712.wav,aku tidak menginginkan kecelakaan itu terjadi
common_voice_id_25045713.wav,manusia terdiri atas jiwa dan raga
common_voice_id_25045714.wav,kita harus memperhatikan ramburambu lalu lintas
common_voice_id_25045715.wav,kami melihat monyet di kebun binatang
common_voice_id_25045716.wav,ya ampun kamu kenapa
common_voice_id_25045717.wav,rasanya seperti anda menjadi iron man
common_voice_id_25045718.wav,dia belajar keras agar dapat lulus di ujian masuk
common_voice_id_25045719.wav,hanya ibuku yang mengerti aku
common_voice_id_25045721.wav,dia bertanya apakah saya baikbaik saja
common_voice_id_25045722.wav,tiada kecantikan selain kebenaran
common_voice_id_25045725.wav,dari mana asalmu
common_voice_id_25045726.wav,kopi sebagai hidangan penutup
common_voice_id_25045728.wav,mau makan atau minum
common_voice_id_25045729.wav,saya belajar bahasa inggris dengan menggunakan kamus
common_voice_id_25045730.wav,saya akan menunjukkan hasilnya secepatnya
common_voice_id_25045738.wav,bank buka dari pukul sembilan pagi sampai pukul tiga sore
common_voice_id_25045739.wav,kulihat bahwa paham agnostik semakin banyak penganutnya di era modern ini
common_voice_id_25045740.wav,kupukupu ini langka di negara kami
common_voice_id_25045741.wav,bisakah kamu meninggalkan aku sebentar saja
common_voice_id_25045742.wav,tom memeriksa tulisan saya
common_voice_id_25045748.wav,musim gugur datang setelah musim panas berakhir
common_voice_id_25045749.wav,karena pak matsui tidak suka rokok dia tidak merokok
common_voice_id_25045751.wav,dengan kata lain anda membenci saya kan
common_voice_id_25045752.wav,mohon tunggu giliran anda
common_voice_id_25045760.wav,kamu dicari pada sambungan telepon ini dari tom
common_voice_id_25045761.wav,saya menulis jawaban soal di kertas ini
common_voice_id_25045763.wav,tas itu sama dengan tas saya
common_voice_id_25045764.wav,dia lebih tinggi daripada saya
common_voice_id_25045766.wav,saya ingin menjumpai kamu
common_voice_id_25045768.wav,ia menangis tanpa henti
common_voice_id_25045769.wav,di manakah mereka
common_voice_id_25045771.wav,saya membeli kamus tipis
common_voice_id_25045772.wav,senyum adalah ibadah
common_voice_id_25045780.wav,sungai shinano paling panjang dibandingkan sungai lainnya di jepang
common_voice_id_25045782.wav,beraninya kamu bilang seperti itu padaku
common_voice_id_25045783.wav,tom sungguh telah melakukan pekerjaan yang luar biasa
common_voice_id_25045785.wav,kemarin saya memberikan sambutan untuk pernikahan
common_voice_id_25045786.wav,tujuan aku ingin mempelajari bahasa mu
common_voice_id_25045788.wav,kami punya banyak roti sementara mentega kami punya lebih dari cukup
common_voice_id_25045789.wav,cintamu adalah semua yang aku mau
common_voice_id_25045790.wav,biarkan saya pergi ke toko
common_voice_id_25045791.wav,perusahaan yang berkembang selalu diikuti dengan perkembangan teknologi didalamnya
common_voice_id_25045792.wav,itu adalah benteng tua
common_voice_id_25045798.wav,apakah kamu tahu apa yang tom lakukan di sini
common_voice_id_25045799.wav,bagaimana ide itu muncul dalam benakmu saat itu
common_voice_id_25045800.wav,patrik si bintang
common_voice_id_25045801.wav,kemarin saya tidur delapan jam
common_voice_id_25045802.wav,film kuno jepang
common_voice_id_25045808.wav,di swis musim semi datang pada bulan mei
common_voice_id_25045809.wav,aku tidak akan pernah meninggalkanmu
common_voice_id_25045810.wav,saya tidak suka cokelat
common_voice_id_25045811.wav,anda bisa mengunjungi saya besok
common_voice_id_25045812.wav,saya bekerja di sini saya bukanlah tamu
common_voice_id_25045818.wav,di kelas ini ada tujuh buah komputer
common_voice_id_25045819.wav,apa warna kesukaanmu
common_voice_id_25045820.wav,apa kamu suka soda rasa nanas
common_voice_id_25045821.wav,ayahnya meninggal tahun lalu
common_voice_id_25045822.wav,keluarga saya lima orang
common_voice_id_25045828.wav,apakah anda punya mobil
common_voice_id_25045829.wav,jam ini harganya seribu lima ratus yen
common_voice_id_25045830.wav,semangat untuk hari ini
common_voice_id_25045831.wav,hari ini saya tidak pergi ke sekolah karena demam
common_voice_id_25045832.wav,ini sudah jam tujuh
common_voice_id_25045833.wav,pak kobayashi membeli yang mana
common_voice_id_25045834.wav,anda terlalu muda untuk menikah
common_voice_id_25045835.wav,ruangan ini mendapat sedikit sinar matahari
common_voice_id_25045836.wav,banyak orang meninggal
common_voice_id_25045837.wav,tom meninggalkan sekolah sejam yang lalu
common_voice_id_25080742.wav,dia berharap dia memiliki lebih banyak waktu
common_voice_id_25080743.wav,rumah saya ada di seberang sungai itu
common_voice_id_25080744.wav,pria ini benarbenar sangat tua
common_voice_id_25080745.wav,saya ingin menunjukkan tom apa yang kubawa hari ini
common_voice_id_25080752.wav,api lari
common_voice_id_25080753.wav,tom adalah mahasiswa
common_voice_id_25080755.wav,berbicara dengan orang asing sangat menyenangkan
common_voice_id_25080756.wav,saya meminta bantuan kepada ayah
common_voice_id_25080757.wav,saya sedang berada di kunming
common_voice_id_25080758.wav,habis ini kamu mau ke mana
common_voice_id_25080760.wav,saya sudah pernah memanjat tebing menyelam di laut dalam dan tidur di hutan indonesia
common_voice_id_25080761.wav,ayah saya meninggal dua tahun yang lalu
common_voice_id_25080762.wav,hari ulang tahun saya tanggal dua puluh enam agustus
common_voice_id_25080772.wav,mereka membuka pintu
common_voice_id_25080773.wav,begitu rupanya
common_voice_id_25080774.wav,saya tidak bisa bahasa jepang
common_voice_id_25080775.wav,cara yang modern telah memajukan industri
common_voice_id_25080776.wav,setiap pagi saya minum segelas susu
common_voice_id_25080783.wav,hal yang aneh telah terjadi di hari ulang tahunnya
common_voice_id_25080784.wav,di sini kita bisa belajar
common_voice_id_25080785.wav,jika kamu membantu saya saya akan mencoba lagi
common_voice_id_25080786.wav,aku mulai muak dan lelah dengan hal ini
common_voice_id_25080787.wav,aku kenal nama tempat itu
common_voice_id_25080789.wav,gerbang ditutup pada pukul delapan
common_voice_id_25080790.wav,dia mirip dengan ibunya
common_voice_id_25080791.wav,minggu ini pelajaran bahasa jepang libur
common_voice_id_25080792.wav,karangan ini ditulis dengan sangat baik
common_voice_id_25080793.wav,saya tidak sebodoh yang kamu kira
common_voice_id_25080801.wav,sepuluh tahun adalah waktu yang lama untuk menunggu
common_voice_id_25080803.wav,cinta adalah misteri dan penderitaan tanpa batas waktu
common_voice_id_25080804.wav,katanya cantik itu relatif
common_voice_id_25080805.wav,satu hal bagi lelaki yang sudah menikah adalah jangan pernah melupakan hari perayaan pernikahan
common_voice_id_25080811.wav,aku suka makanannya
common_voice_id_25080812.wav,aku melakukannya bukan karena ingin tetapi karena harus
common_voice_id_25080813.wav,saya mengajar bahasa jepang kepada orang asing
common_voice_id_25080814.wav,sekarang muiriel sudah berumur dua puluh tahun
common_voice_id_25080815.wav,dia orang yang baik
common_voice_id_25080829.wav,saya perlu seseorang untuk diajak bicara
common_voice_id_25080830.wav,dia menyembunyikan kesedihannya dibalik senyum
common_voice_id_25080831.wav,pak tanaka badannya tinggi
common_voice_id_25080832.wav,kedai itu murah tetapi tidak enak
common_voice_id_25080833.wav,saya akan tinggal di tempat paman saya di kyoto
common_voice_id_25080835.wav,apa dia lulus di ujian itu
common_voice_id_25080836.wav,itu adalah tindakan kriminal kamu pasti akan dijatuhi hukuman
common_voice_id_25080837.wav,dimana ada keinginan disitu ada jalan
common_voice_id_25080838.wav,keretanya di sini
common_voice_id_25080839.wav,tom meminta mary untuk berhenti bekerja
common_voice_id_25080851.wav,saya yakin kamu sudah meninggalkan kota
common_voice_id_25080852.wav,saya membersihkan pintu masuk rumah dan juga koridor
common_voice_id_25080853.wav,ia mandiri secara ekonomi dari orang tuanya
common_voice_id_25080855.wav,katakataku memicu kemarahannya
common_voice_id_25080856.wav,hujan deras selama sekitar setengah jam
common_voice_id_25080858.wav,saya sampai di sini pukul delapan pagi ini
common_voice_id_25080859.wav,saya tidak mengerti bahasa belanda karena sukar
common_voice_id_25080860.wav,restoran itu murah tetapi tidak begitu enak
common_voice_id_25080861.wav,wanita mengubah dunia
common_voice_id_25080862.wav,kamu ringan tangan kan
common_voice_id_25080870.wav,pada hari sabtu saya makan malam di rumah pak hayashi
common_voice_id_25080871.wav,selesai menceritakan kisah ayahnya dengan kota praha
common_voice_id_25080872.wav,nama tersebut diambil dari seorang panglima perang dalam kisah bharata yudha yaitu karna
common_voice_id_25080873.wav,makhluk itu pun kemudian memerintahkan makhluk  makhluk yang barusan keluar
common_voice_id_25080874.wav,saya datang tiga kali minggu ini
common_voice_id_25080880.wav,hathati jika bepergian malam hari sendirian
common_voice_id_25080881.wav,pak matsui dan pak lee berteman
common_voice_id_25080882.wav,itu buah
common_voice_id_25080883.wav,dia berjalan di depan kami dengan penuh semangat
common_voice_id_25080884.wav,belajar mewarnai di kanvas
common_voice_id_25080890.wav,lelucon anda tidak lucu
common_voice_id_25080891.wav,kalau sudah pulang rumah pertamatama saya mengerjakan pekerjaan rumah
common_voice_id_25080892.wav,bahasa inggris tidak sulit untuk dipelajari
common_voice_id_25080893.wav,di mana supermarket terdekat
common_voice_id_25080894.wav,di mana kamu membeli buku itu
common_voice_id_25080900.wav,melihat mu bahagia dengan ku di masa depan
common_voice_id_25080901.wav,tom dan mary putus
common_voice_id_25080902.wav,saya membeli dua ratus gram daging babi
common_voice_id_25080903.wav,apa yang membuat ini begitu berbeda
common_voice_id_25080904.wav,toko sayur lebih murah daripada supermarket
common_voice_id_25080905.wav,saya makan nasi di kantin
common_voice_id_25080906.wav,pak yamada selalu ceria tetapi hari ini tenang
common_voice_id_25080907.wav,tolong datang ke rumahku
common_voice_id_25080908.wav,gadis yang berdiri di sana adalah mary
common_voice_id_25080909.wav,apakah kamu punya uang cukup
common_voice_id_25112599.wav,yang makan keik adalah pak yamada
common_voice_id_25112600.wav,apakah rumahmu jauh
common_voice_id_25112601.wav,saya lupa nama anda
common_voice_id_25112603.wav,apakah kamu dan tom pernah membicarakan hal itu
common_voice_id_25112618.wav,anjing di rumah saya besar
common_voice_id_25112619.wav,semua tergantung cuaca
common_voice_id_25112621.wav,ada banyak misteri dalam kehidupan
common_voice_id_25112622.wav,namun jika anda pulang sendirian lebih baik anda jangan berjalan melewati gang ini
common_voice_id_25112623.wav,apa ini tempat yang banyak dikunjungi di daerah ini
common_voice_id_25112634.wav,kalau teh bagaimana
common_voice_id_25112637.wav,anda harus mematuhi aturan lalu lintas saat berkendara
common_voice_id_25112638.wav,sayang sekali
common_voice_id_25363403.wav,kemarin saya ketinggalan payung di kereta
common_voice_id_25363404.wav,aku tidak tahu harus bilang apa
common_voice_id_25363408.wav,apa yang sedang kau lakukan di sini
common_voice_id_25363410.wav,cepatlah atau kamu akan ketinggalan pesawat
common_voice_id_25363412.wav,anjing rumah tetangga tidak besar
common_voice_id_25363430.wav,pena lebih kuat daripada pedang
common_voice_id_25363431.wav,aku rindu kamu
common_voice_id_25363433.wav,anda bilang anda lapar
common_voice_id_25363448.wav,mary adalah yang paling malas diantara temanteman sekolahnya
common_voice_id_25363451.wav,sekarang berat saya empat puluh lima kilogram
common_voice_id_25363516.wav,saya bukan orang yang baik
common_voice_id_25363519.wav,mungkin kita bisa bersama suatu saat nanti
common_voice_id_25363520.wav,dia bercerita tentang pengalamannya
common_voice_id_25363541.wav,kebanyakan turis yang datang berasal dari republik rakyat tiongkok
common_voice_id_19090410.wav,cepatlah berangkat ia berujar padaku
common_voice_id_19090411.wav,barang pak kimura kecil dan ringan
common_voice_id_19090412.wav,di belakang rumah ada mobil
common_voice_id_19090413.wav,tolong tanyain dong sama dia
common_voice_id_19090414.wav,apa yang dokter katakan
common_voice_id_19270598.wav,dia sedang tidur denga dua bantal
common_voice_id_19270599.wav,makan malam setiap hari saya masak sendiri
common_voice_id_19270601.wav,sepertinya ayahnya sedang masuk rumah sakit
common_voice_id_19270602.wav,mimpiku semalam aneh
common_voice_id_19270603.wav,bunga ini ditemukan di bagian lain hokkaido
common_voice_id_19270604.wav,bagaimana kalau kita tunda besok saja
common_voice_id_19270605.wav,orang tua saya tidak di rumah sekarang
common_voice_id_19270606.wav,masalahnya adalah kita tidak punya cukup uang
common_voice_id_19270607.wav,biarkan saya mengucapkan selamat tinggal kepada tom
common_voice_id_19270608.wav,bayi itu belum bisa berjalan
common_voice_id_19270609.wav,seseorang mengetuk pintu
common_voice_id_19270610.wav,saya mendengar cerita menarik dari pak hayashi
common_voice_id_19270611.wav,saya makan hot dog untuk makan siang
common_voice_id_19270612.wav,mary tidak punya teman bicara tapi dia tidak merasa kesepian
common_voice_id_19270614.wav,saya cuma perlu kamu
common_voice_id_19270615.wav,ngomongngomongberapa umurmu
common_voice_id_19270616.wav,seharusnya kamu menelpon
common_voice_id_19270618.wav,itu tom apa yang dia lakukan di luar sana
common_voice_id_19270619.wav,sejumlah mahasiswa melakukan aksi damai
common_voice_id_19270620.wav,sekarang ini saya sedang makan malam
common_voice_id_19270621.wav,saya gemar berenang dan bermain bola basket
common_voice_id_19270622.wav,pak lee sekarang ada di perpustakaan
common_voice_id_19270623.wav,aku tidak akan melakukannya lagi
common_voice_id_19270624.wav,mau pergi ke mana
common_voice_id_19270625.wav,pak tanaka membeli lima buah keik
common_voice_id_19270626.wav,saya lapar karena saya tidak sarapan
common_voice_id_19270627.wav,apa yang terjadi bukanlah kesalahan tom
common_voice_id_19270628.wav,mereka mengatakan bahwa dia adalah musisi ketika masih muda
common_voice_id_19270629.wav,saya dari singapura
common_voice_id_19270630.wav,apakah anda tidak berfikir ini beresiko
common_voice_id_19270631.wav,apa kata tetangga
common_voice_id_19270632.wav,berapa harganya
common_voice_id_19270633.wav,saya menyalakan komputer
common_voice_id_19270634.wav,saya menangis ketika menonton film
common_voice_id_19270635.wav,dia baru berumur dua tahun tapi dia mampu berhitung sampai seratus
common_voice_id_19270636.wav,apakah kamu tidak tahu kalau tidak sopan untuk menanyakan usia kepada perempuan
common_voice_id_19270637.wav,fotografi merupakan hobi yang mahal
common_voice_id_19276268.wav,masalah ini bermula dari kesalahpahaman
common_voice_id_19276270.wav,kau akan menjadi lebih kuat bila kamu latihan
common_voice_id_19276272.wav,dia mengumpulkan banyak perangko
common_voice_id_19276274.wav,sudah waktunya untuk bangun
common_voice_id_19276277.wav,tom datang lebih awal untuk berlatih hari ini
common_voice_id_19276278.wav,selamat tahun baru
common_voice_id_19276279.wav,kerugiannya mencapai satu juta dolar
common_voice_id_19276280.wav,kalo mau mah ngomong aja
common_voice_id_19276281.wav,bolehkah saya mengembalikan saat istirahat siang
common_voice_id_19276287.wav,tong sampah itu sudah diangkut
common_voice_id_19276288.wav,jembatan golden gate terbuat dari besi
common_voice_id_19276289.wav,tolong panggil seseorang yang mengerti bahasa jepang
common_voice_id_19276290.wav,tolong izinkan kami mengambil pekerjaan ini
common_voice_id_19276291.wav,pergi bersama tuhan
common_voice_id_19305349.wav,pulpenku tidak sebagus milikmu
common_voice_id_19305350.wav,aku bangga dengan pekerjaan yang aku sendiri memilihnya
common_voice_id_19305351.wav,dijalan menuju sekolah aku kehilangan dompetku
common_voice_id_19305352.wav,panitia telah menerimal proposal itu
common_voice_id_19305353.wav,aku takut kalau kita terlambat
common_voice_id_19305359.wav,saya mengangkat tangan ke atas
common_voice_id_19305360.wav,saya tidak tahu kapan dia akan muncul
common_voice_id_19305361.wav,aku mengatakan ini dari hati
common_voice_id_19305362.wav,untuk alasan inilah saya tidak bisa datang bersamamu
common_voice_id_19305363.wav,pos udara lebih cepat sampai daripada pos laut
common_voice_id_19305369.wav,benarkah tom menyangka saya akan mempercayai itu
common_voice_id_19305370.wav,besok saya akan pergi ke hokkaido
common_voice_id_19305371.wav,saya sangat suka kue yang manis
common_voice_id_19305372.wav,tom menaiki tangga secara perlahan
common_voice_id_19305373.wav,selamat siang permisi saya mencari loretta
common_voice_id_19305379.wav,satu hari itu sangat singkat
common_voice_id_19305380.wav,pulau itu pernah diperintah prancis
common_voice_id_19305381.wav,di laut banyak orang sedang berenang
common_voice_id_19305382.wav,tiketnya berlaku selama seminggu
common_voice_id_19305383.wav,hari pertama saya di universitas agak membosankan
common_voice_id_19305384.wav,pada akhirnya tom membuat keputusan yang tepat
common_voice_id_19305385.wav,karena malam hari dingin saya keluar membawa mantel
common_voice_id_19305386.wav,ini adalah rumah yang dibangun oleh jack
common_voice_id_19305387.wav,lift ini berhenti dari lantai dua sampai lantai sembilan
common_voice_id_19305388.wav,burungburung terbang di langit
common_voice_id_19312239.wav,hidup itu cuma sebentar dan sementara
common_voice_id_19312240.wav,kenapa tidak kau lepas jasmu
common_voice_id_19312241.wav,selamat pagi kata tom sambil tersenyum
common_voice_id_19312242.wav,saya bosan
common_voice_id_19312243.wav,televisi tidak berfungsi
common_voice_id_19312244.wav,kami akan mengadakan pesta pada hari ulang tahun pak yamada
common_voice_id_19312245.wav,kalau aku pergi berlibur aku akan menyewa mobil
common_voice_id_19312246.wav,kamu mabuk
common_voice_id_19312247.wav,dia memiliki seekor kucing berwarna putih
common_voice_id_19312248.wav,meja ini terlalu berat untuk diangkat
common_voice_id_19312259.wav,tom mengunci dirinya dalam kamar
common_voice_id_19312260.wav,saya tidak boleh bicara hal kebalikannya
common_voice_id_19312261.wav,aku takut sendiri
common_voice_id_19312262.wav,saya selalu makan menu set ini saat makan siang
common_voice_id_19312263.wav,pertanyaannya sesulit itu hingga tiada siapapun mampu menjawabnya
common_voice_id_19312264.wav,tidak ada ruang untuk alasan ketika itu datang dari kelalaian anda adakah
common_voice_id_19312265.wav,kesadaran tidak terbatas dan merupakan kenyataan yang sesungguhnya
common_voice_id_19312266.wav,anak itu menunggangi kuda untuk pertama kalinya
common_voice_id_19312267.wav,saya membeli pakaian baru gaya barat di toserba
common_voice_id_19312268.wav,anda seharusnya telah menonton film itu
common_voice_id_19312288.wav,anda sedang mencari siapa
